,A,P,O,moldelta_A,U,moldelta_U,Age,phosphate_m,U_m,d235U,CO2_PAL,CO2atm
363,3.0056748266866355e+18,2341770526409093.5,3.7e+19,-6.905311313232608e+17,13452563335536.547,-4300400416245.9453,-295798881.7313599,1.6762852730201099,0.00962960868685508,-0.31967144914946627,0.8861069664681792,248.10995061109017
364,2.9905541858132664e+18,2324151915671620.0,3.7e+19,-1.1134320728594126e+18,13312218562832.117,-4249167651537.6646,-295774832.5322778,1.663673525892355,0.009529147145907028,-0.31919305046578744,0.8772139197664764,245.6198975346134
365,2.976095224402651e+18,2307367067455149.0,3.7e+19,-1.537315971737695e+18,13171739091197.182,-4198259639107.0176,-295750783.33319575,1.6516586023300994,0.009428589184822606,-0.3187323716359338,0.8687519828806796,243.25055520659026
366,2.9527876684306714e+18,2280519012369104.5,3.7e+19,-2.2566408993450703e+18,12933632466426.086,-4112828719401.7,-295709946.41035354,1.6324402379163239,0.009258147792717313,-0.3179948657175803,0.8551978490016516,239.45539772046243
367,2.930056305202657e+18,2255228907311694.5,3.7e+19,-2.9728487974193065e+18,12696708414920.842,-4028905695721.2217,-295669109.48751134,1.6143370846898315,0.009088552909750067,-0.31731891164693965,0.8420814392721399,235.78280299619914
368,2.9065288702833556e+18,2230563874312831.2,3.7e+19,-3.686714566164507e+18,12460635372032.91,-3946391994635.256,-295628272.56466913,1.596681370302671,0.008919567195442311,-0.31670872927496757,0.8286124324958263,232.01148109883133
369,2.881554495350375e+18,2205510761450728.2,3.7e+19,-4.4022561863331707e+18,12224271879495.06,-3864917671893.8174,-295587435.6418269,1.5787478607378154,0.008750373571578426,-0.3161675157419243,0.8144338906949652,228.04148939459023
370,2.855239457806567e+18,2179432963873475.0,3.7e+19,-5.124459603648367e+18,11986407720430.85,-3784071122272.604,-295546598.7189847,1.5600808617562454,0.008580105741181709,-0.31569684683949545,0.7996266066101514,223.89544985084237
371,2.8132562714044196e+18,2137533681707933.5,3.7e+19,-6.245060081996753e+18,11620429468372.824,-3661798187865.069,-295484549.5973731,1.5300885337923649,0.008318131330259717,-0.31511728528031935,0.776284213224836,217.35957970295405
372,2.7699120401117097e+18,2093256611919224.2,3.7e+19,-7.405848198061108e+18,11247521524174.357,-3539629062430.704,-295422500.47576153,1.4983941388111843,0.008051196509788373,-0.31470302633544295,0.7525478494890918,210.7133978569457
