1.484434361405313263e+00 1.800879933424406110e+00 1.432698105145587597e+00 1.091164424347113027e+00 9.068418608154931171e-01 3.626923382703512111e+00 5.375996018333020210e+00 2.932597627067623502e+00 1.337096378717979039e+00 2.233919337886184131e+00
1.430352097358364771e+00 1.576988234530472432e+00 1.712404090592588357e+00 1.017514350478134544e+00 1.063176879347350168e+00 3.312684976914735291e+00 1.537240552750714917e+00 4.314665135041979127e+00 3.169331543508181248e+00 1.857015595571723132e+00
1.350873992166984117e+00 1.971282519734374628e+00 1.122602646736797771e+00 1.106105342256824553e+00 9.876283379265413664e-01 4.465338224110983134e+00 4.432681424647448409e+00 5.512111483377785781e+00 5.566217641865118804e-01 6.620048046774142936e-01
1.496181503971746984e+00 1.498386330320124804e+00 1.287661666474472666e+00 1.058227050441792771e+00 1.041647794880549149e+00 4.329527687125101387e+00 6.767927411208591870e-01 7.501402017288021362e-01 1.864906215076594931e+00 4.103712119879689091e+00
1.254936899258844774e+00 1.606385570986527345e+00 1.135584939199956844e+00 1.006703565635845843e+00 9.039753144974606025e-01 3.786535516862087114e+00 2.845763882466099126e+00 2.309709427724206066e+00 2.205542685460636587e+00 6.138082736596576217e-01
1.285411688801235242e+00 1.406041858567548486e+00 1.945704763974532181e+00 9.017702202520805344e-01 9.857913098451304146e-01 2.656437539347409782e+00 3.558814751156160305e+00 5.554090057033063133e-01 2.264160342320162389e+00 3.223684546033403819e+00
1.328852572961604306e+00 1.577955002010593466e+00 1.682327542486951488e+00 1.123520951126946166e+00 1.078729760525712678e+00 2.699492816331713563e+00 3.318735718830642778e+00 1.901721167408521040e+00 1.949031917671142367e+00 2.942481016073873246e+00
1.476459098574179674e+00 1.712958068747450158e+00 1.641987707823634235e+00 9.040112890478811947e-01 9.624382098847380496e-01 3.168498406797614741e+00 3.555818229341186409e+00 1.817661477415222659e+00 2.362159495785091323e+00 3.193955904458698480e+00
1.356875460512272147e+00 1.533100848914178194e+00 1.850136999667204796e+00 1.160796863422947967e+00 9.133637077806378013e-01 5.634599231090332339e+00 1.934839836035773697e+00 2.453194015931082994e+00 2.494118554489263229e+00 2.307512510659683880e+00
1.235339377413257722e+00 1.747322261942755528e+00 1.448225402394566874e+00 1.173908511821399436e+00 1.070556673954015992e+00 2.627200714218194566e+00 4.628604825874416129e+00 2.355288883866697436e+00 1.743498772585513779e+00 2.061168026485854732e+00
1.544477295176964748e+00 1.356778173651882469e+00 1.573930646463765237e+00 8.943004430726729792e-01 9.943121854961298745e-01 2.475583095670568223e+00 4.860756894432057607e+00 2.227211806150292350e+00 1.629407229729363360e+00 3.926211464673780682e+00
1.293734830024819038e+00 1.408469555269817652e+00 1.937540165938734793e+00 1.140293449810337201e+00 9.430286086695165437e-01 3.496363943099841443e+00 1.676795841903170103e+00 2.440510707358262810e+00 1.300103779983585284e+00 5.779815006932031984e+00
1.488210906331576044e+00 1.094569820380155933e+00 1.757614255243247436e+00 1.051858948013681960e+00 9.043678122590793622e-01 1.672372798754547585e+00 2.268934159437130393e+00 8.644023813990280303e-01 1.226684304870851783e+00 3.646528423834532795e+00
1.368785519035470966e+00 1.499194066576379214e+00 1.603239080927800764e+00 8.336470456172176968e-01 9.091097231132905243e-01 3.341767755499564174e+00 1.479815721391237515e+00 4.575203583949026154e+00 1.450569360704022204e+00 3.222152087167327483e+00
1.319107077100725833e+00 1.512557788166864370e+00 1.485579978948961655e+00 1.174493946691604895e+00 1.066956815112980683e+00 2.053267733136745044e+00 4.231646535247272745e+00 4.036801896390510791e+00 9.538690243223404419e-01 3.211975032882505410e+00
1.462988695705000008e+00 1.547962540534175702e+00 1.912762010732596218e+00 1.077054716608175422e+00 9.962363067257081761e-01 2.268937765446717325e+00 2.267863078158035339e+00 1.704976159910770006e+00 6.168380510821358520e-01 5.064804307830318209e+00
1.430699107795043501e+00 1.445348828649789974e+00 1.775875699706159550e+00 9.193710258259046864e-01 1.048306029945391238e+00 1.356813389041222395e+00 2.709612315331801469e+00 2.293363335572336847e+00 8.413001025627164786e-01 4.448869111743114502e+00
1.337778270180474349e+00 1.262808051020306577e+00 1.809918286672086207e+00 9.868053383286948810e-01 9.313052507587480378e-01 3.364301929144023262e+00 5.672549111589622939e+00 1.149111174289178638e+00 2.082962907002372077e+00 4.732722509552103496e+00
1.228552733951545406e+00 1.326752922918509325e+00 1.817134012424799661e+00 9.001701686347343134e-01 9.518238187927365868e-01 5.430081817217131679e-01 2.954508597117188273e+00 2.364697183687483939e+00 6.233239069044687053e-01 4.502967421186662378e+00
1.272870131115486414e+00 1.765165567788240963e+00 1.661536508390194067e+00 1.161603617317218173e+00 1.009029002085987337e+00 3.833534454352971466e+00 1.601279941997947986e+00 1.880619692542888854e+00 1.231086728529653396e+00 2.097604675230857918e+00
1.323875270153784811e+00 1.696084212871784347e+00 1.544672368795216855e+00 8.098020494938840130e-01 9.145154082347921598e-01 5.791527452845689261e+00 1.202700980561877131e+00 4.042154847973348453e+00 3.905541584419954138e+00 1.527633450115408298e+00
