1.441055436495817910e+00 1.367943543752255353e+00 1.713598273522355608e+00 8.178814511584153735e-01 1.058777110634172125e+00 4.210683074059800468e+00 5.540127621861540064e+00 5.070520258356947529e-01 1.560554944874161798e+00 1.538285090863595439e+00 -1.132223924387143654e+01 -1.478290291029527381e+01 -1.716218927841415720e+01 -8.606837690553135189e+00 -1.328977205791711214e+01
1.255994564231106558e+00 1.855726334818437184e+00 1.683146382707813471e+00 8.242530672657213398e-01 9.157362471929239023e-01 3.288127973654946690e+00 5.924196110486538380e+00 5.894709357632977875e-01 1.656647196909621478e+00 4.869123669224325823e+00 -1.762178304545659913e+01 -7.985662021385779852e+00 -6.297799647430288417e+00 -1.739669272089070873e+01 -8.270293332931535346e+00
1.471332904016768195e+00 1.558263101845301701e+00 1.316366361025206322e+00 1.131848814848190221e+00 1.097976725087097982e+00 3.997075374680692850e+00 9.676289901969079565e-01 1.877942271020470733e+00 2.083873806868851375e+00 3.151318405280195911e+00 -2.392591874477536251e+01 -1.111859112024899154e+01 -1.587428859204378107e+01 -1.086939472223711078e+01 -1.531414565880349343e+01
1.212854697723843689e+00 1.534835582456140823e+00 1.480310874441496338e+00 1.177518082094752394e+00 1.038466157334227757e+00 5.492910475173886198e+00 2.685266405493191844e+00 8.233071785303671675e-01 2.335137343698622026e+00 5.062368945497036421e+00 -1.126641895782610803e+01 -1.423574532793720948e+01 -1.791039945762967278e+01 -1.242249343552239438e+01 -5.842641728787397959e+00
1.253008294485876473e+00 1.609914803826894225e+00 1.825491647413028717e+00 1.010806180242179053e+00 1.094461906059418066e+00 2.696343951587420129e+00 4.180894692021044357e+00 3.054749582515195350e+00 2.107814413361258410e+00 8.873913861148565729e-01 -1.198962805887036787e+01 -1.011374065963363122e+01 -1.227755693847780272e+01 -7.281468984163353753e+00 -6.322989074450081404e+00
1.337478335416814712e+00 1.826500539918510579e+00 1.517362668921757418e+00 8.641932754867012179e-01 1.093255325203536410e+00 7.598201150925572023e-01 4.502153214293551642e+00 2.136832965621469516e+00 1.997051930468410896e+00 4.151346397872486271e+00 -1.864678868600365291e+01 -1.540205868973055914e+01 -1.777111522267784238e+01 -1.354422347862485765e+01 -8.192727642088939888e+00
1.224823362523636439e+00 1.488223845902768794e+00 1.143488082306352682e+00 1.058765117972956027e+00 1.088327090063134772e+00 1.785876505329379249e+00 3.776083820492030618e+00 2.000949770996010457e+00 1.240196415842491628e+00 8.229377433652560470e-01 -2.006784717764340087e+01 -1.858246648775389431e+01 -2.009075812771447289e+01 -1.372080954074251125e+01 -5.137134610858927530e+00
1.331189685346807261e+00 1.560615936092673239e+00 1.846182032651717986e+00 1.158471702521932212e+00 9.318512406102920087e-01 3.657978202877118168e+00 2.716276554285885325e+00 1.401573411857417906e+00 2.118629914436341188e+00 2.314845496327043950e+00 -1.711716675342700711e+01 -1.110028866213811582e+01 -1.879997664810949942e+01 -1.119474323881712152e+01 -5.655193143226359354e+00
1.254289583101798833e+00 1.265401047300168891e+00 1.734322046480607282e+00 1.197887583818105339e+00 9.663165729333654808e-01 2.460326158796183105e+00 2.797881462386504037e+00 2.656157391097119902e+00 2.757390776192250925e+00 2.040568794265067876e+00 -1.111878244169001029e+01 -1.024900136044657017e+01 -1.242375109519644916e+01 -6.605249345612434375e+00 -5.559837283515362216e+00
1.214494418565032374e+00 1.713519434726947122e+00 1.883926659122540759e+00 9.859570618934387909e-01 1.053406381966855543e+00 3.987921928724415199e+00 1.257444259903643502e+00 2.281819889136008861e+00 1.168807413237571646e+00 1.786117614821833621e+00 -1.806978885041236182e+01 -1.394508423969789490e+01 -2.170232943720588992e+01 -1.262576630737611083e+01 -2.296449791712672095e+01
1.371465437130443110e+00 1.402624521124588686e+00 1.450199891804617724e+00 1.186518587075814146e+00 1.096295903716013820e+00 3.653269546477680318e+00 2.826052303563573176e+00 2.038019046605027196e+00 5.810482600878141834e-01 4.116804608694669909e+00 -5.927953118557812040e+00 -8.178734382473097142e+00 -1.494817501153067596e+01 -9.043972652592664474e+00 -1.068796635844566723e+01
1.547279136796188226e+00 1.579002995821041644e+00 1.879193749437018113e+00 1.111716232325162590e+00 9.016199200231121980e-01 1.364061004399752086e+00 2.743708200763675276e+00 3.663568186788526582e+00 2.867419359061622597e+00 5.034281253669450784e+00 -8.779891264606105139e+00 -8.439251540466109702e+00 -8.701440694891239502e+00 -1.191468869258937779e+01 -9.125159547306413543e+00
1.553571795189246707e+00 1.796201930179133877e+00 1.630381114254690900e+00 1.194620998702840886e+00 1.028923190014507050e+00 1.526165878784550678e+00 3.957397100359240305e+00 5.753524238336269470e-01 1.614007472652769115e+00 2.330197945259437464e+00 -1.795844806929758875e+01 -8.161994794540021303e+00 -9.631560233917463520e+00 -7.019905724452565110e+00 -1.060563621360890707e+01
1.497419054165554986e+00 1.401002118829811627e+00 1.788833572724962684e+00 8.773118120139757892e-01 9.351468706994371383e-01 2.783142080102742000e+00 5.070004758759676378e+00 5.921946246428170468e+00 2.752881658720685465e+00 1.526223054051968786e+00 -1.509123697427627064e+01 -1.217963126292592335e+01 -1.511931427253577453e+01 -2.270968412976169404e+01 -1.236295171252877623e+01
1.469799352820896576e+00 1.379542883369708539e+00 1.952787162669738175e+00 9.649316443216920947e-01 9.103053134065990371e-01 1.394429746854308316e+00 3.550489152425615025e+00 5.107923926086690436e-01 2.095011155693229821e+00 5.296494212847818517e+00 -2.431812328770980258e+01 -6.209458417736190228e+00 -5.289971009939486990e+00 -6.525865669994602491e+00 -1.934700615878981722e+01
1.532581786267342094e+00 1.412932418918067423e+00 1.938003750439382777e+00 8.343818140611903855e-01 1.065068720790987689e+00 5.250361854013965157e+00 1.874452410147156911e+00 1.351100265730365013e+00 2.941293176108015661e+00 2.993027082305293352e+00 -9.200249427101546473e+00 -9.431705521471693388e+00 -6.623603247195315902e+00 -1.166592577707709388e+01 -9.874189046983444129e+00
1.473811660643905341e+00 1.646930937687416607e+00 1.665544484081723731e+00 1.078060142541118482e+00 9.237535776282512767e-01 5.634086087198523884e+00 5.449513946770736084e+00 6.388603623994884018e-01 1.641619776210736292e+00 3.893607850144152671e+00 -1.926603916729699151e+01 -6.254379230268638956e+00 -1.164690011935014624e+01 -1.572064193827596768e+01 -1.257810911567532663e+01
1.360714289504328489e+00 1.807209291666550310e+00 1.892015331593899896e+00 8.674869537660179208e-01 1.288920205282370501e+00 3.382577299644303981e+00 3.355211996108505623e+00 1.839004745929022411e+00 2.025888614724644654e+00 2.720948196087817017e+00 -1.902736405932235897e+01 -8.784812989642356129e+00 -1.096264036259953123e+01 -8.958423098770918358e+00 -8.940883635794335760e+00
1.310479034827333855e+00 1.809195766735060218e+00 1.458140295811557019e+00 8.950415963429579902e-01 9.636434046127658748e-01 2.240334753242623211e+00 5.738914252690964446e+00 1.079942504593852215e+00 1.399707875677173252e+00 2.434028937119844915e+00 -8.051845177302972445e+00 -1.390903558977590571e+01 -9.881820086005728143e+00 -1.475017394444275354e+01 -1.178922246578881605e+01
1.384007109978093508e+00 1.557594642339463320e+00 1.311377103321539339e+00 8.410537277801606315e-01 9.090215079096034545e-01 2.134780016372599398e+00 4.238598525214705148e+00 4.953724842958296293e+00 8.888178855035022696e-01 9.022701123016818592e-01 -1.876550904315866930e+01 -5.286294027022426789e+00 -6.363569753092644277e+00 -6.037820536684813000e+00 -8.198681304518684598e+00
